Form Name,Character,Font Name,Unicode
p$1,udwf,,ကိတ်
p$2,6Mum,,၆ကြာ
p$3,1aEG,,၁နွေ
p$4,2vm,,၂လာ
p$5,3*g,,၃ဂါ
p$6,&&m[k,,ရာဟု
p$7,5aw,,၅တေး
p$8,pae,,စနေ
p$9,4[l;,,၄ဟူး
